cultivar,orchard_id,location,flag,month,normal_pr,stress_pr,difference,n_normal,n_stress
Honeycrisp,HC_O2,Quincy (Grant County),post_harvest_dry,August,0.0356,0.7747999999999999,0.7392,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,September,0.0265,0.02725,0.0007500000000000007,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,October,0.0262,0.027299999999999998,0.0010999999999999968,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,November,0.0292,0.02715,-0.0020499999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,December,0.0987,0.2741,0.1754,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,January,0.0946,0.27625,0.18164999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,February,0.0915,0.28195,0.19044999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,March,0.3362,0.23355,-0.10264999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,April,0.3346,0.23165000000000002,-0.10294999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,May,0.3421,0.2298,-0.11230000000000001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,June,0.7838,0.4027,-0.38110000000000005,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,July,0.784,0.3986,-0.3854,1,2
Honeycrisp,HC_O2,Quincy (Grant County),spring_cold,August,0.7906,0.3973,-0.3933,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,September,0.0277,0.02665,-0.0010499999999999989,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,October,0.027,0.0269,-9.99999999999994e-05,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,November,0.0271,0.0282,0.0011000000000000003,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,December,0.1838,0.23155,0.047750000000000015,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,January,0.1865,0.2303,0.043800000000000006,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,February,0.1897,0.23285,0.043149999999999994,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,March,0.0004,0.40145,0.40104999999999996,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,April,0.0003,0.39880000000000004,0.3985,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,May,0.0005,0.4006,0.4001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,June,0.0339,0.77765,0.7437499999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,July,0.0294,0.7759,0.7465,1,2
Honeycrisp,HC_O2,Quincy (Grant County),frost,August,0.0356,0.7747999999999999,0.7392,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,September,0.0265,0.02725,0.0007500000000000007,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,October,0.0262,0.027299999999999998,0.0010999999999999968,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,November,0.0292,0.02715,-0.0020499999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,December,0.0987,0.2741,0.1754,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,January,0.0946,0.27625,0.18164999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,February,0.0915,0.28195,0.19044999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,March,0.3362,0.23355,-0.10264999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,April,0.3346,0.23165000000000002,-0.10294999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,May,0.3421,0.2298,-0.11230000000000001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,June,0.7838,0.4027,-0.38110000000000005,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,July,0.784,0.3986,-0.3854,1,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_warmer_than_othello,August,0.7906,0.3973,-0.3933,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,September,0.0265,0.02725,0.0007500000000000007,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,October,0.0262,0.027299999999999998,0.0010999999999999968,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,November,0.0292,0.02715,-0.0020499999999999997,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,December,0.0987,0.2741,0.1754,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,January,0.0946,0.27625,0.18164999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,February,0.0915,0.28195,0.19044999999999998,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,March,0.3362,0.23355,-0.10264999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,April,0.3346,0.23165000000000002,-0.10294999999999999,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,May,0.3421,0.2298,-0.11230000000000001,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,June,0.7838,0.4027,-0.38110000000000005,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,July,0.784,0.3986,-0.3854,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_warmer_than_othello,August,0.7906,0.3973,-0.3933,1,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,September,0.02725,0.0265,-0.0007500000000000007,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,October,0.027299999999999998,0.0262,-0.0010999999999999968,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,November,0.02715,0.0292,0.0020499999999999997,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,December,0.2741,0.0987,-0.1754,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,January,0.27625,0.0946,-0.18164999999999998,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,February,0.28195,0.0915,-0.19044999999999998,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,March,0.23355,0.3362,0.10264999999999999,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,April,0.23165000000000002,0.3346,0.10294999999999999,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,May,0.2298,0.3421,0.11230000000000001,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,June,0.4027,0.7838,0.38110000000000005,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,July,0.3986,0.784,0.3854,2,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_cooler_than_othello,August,0.3973,0.7906,0.3933,2,1
