cultivar,orchard_id,location,flag,flag_value,month,mean_PrDCAgtCA,N
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,April,0.2445,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,April,0.50725,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,May,0.2475,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,May,0.50795,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,June,0.0388,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,June,0.18384999999999999,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,July,0.0412,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,July,0.18239999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,0,August,0.0415,1
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_quincy,1,August,0.18560000000000001,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,September,0.0266,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,September,0.0281,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,October,0.025599999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,October,0.0262,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,November,0.02555,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,November,0.0248,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,December,0.36100000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,December,0.034,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,January,0.3539,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,January,0.0359,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,February,0.36260000000000003,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,February,0.0343,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,March,0.5073,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,March,0.2413,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,April,0.50725,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,April,0.2445,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,May,0.50795,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,May,0.2475,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,June,0.18384999999999999,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,June,0.0388,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,July,0.18239999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,July,0.0412,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,0,August,0.18560000000000001,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_quincy,1,August,0.0415,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,September,0.0281,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,September,0.0266,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,October,0.0262,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,October,0.025599999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,November,0.0248,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,November,0.02555,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,December,0.034,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,December,0.36100000000000004,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,January,0.0359,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,January,0.3539,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,February,0.0343,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,February,0.36260000000000003,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,March,0.2413,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,March,0.5073,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,April,0.2445,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,April,0.50725,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,May,0.2475,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,May,0.50795,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,June,0.0388,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,June,0.18384999999999999,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,July,0.0412,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,July,0.18239999999999998,2
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,0,August,0.0415,1
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_quincy,1,August,0.18560000000000001,2
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_quincy,1,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_quincy,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_warmer_than_othello,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),pre_harvest_cooler_than_othello,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_warmer_than_othello,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),harvest_cooler_than_othello,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_warmer_than_othello,0,August,0.13756666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,September,0.027100000000000003,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,October,0.0258,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,November,0.0253,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,December,0.252,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,January,0.24789999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,February,0.2531666666666667,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,March,0.41863333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,April,0.41966666666666663,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,May,0.42113333333333336,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,June,0.13549999999999998,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,July,0.13533333333333333,3
Honeycrisp,HC_O1,Othello (Adams County),post_harvest_cooler_than_othello,0,August,0.13756666666666667,3
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,September,0.0265,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,September,0.02725,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,October,0.0262,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,October,0.027299999999999998,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,November,0.0292,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,November,0.02715,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,December,0.0987,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,December,0.2741,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,January,0.0946,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,January,0.27625,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,February,0.0915,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,February,0.28195,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,March,0.3362,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,March,0.23355,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,April,0.3346,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,April,0.23165000000000002,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,May,0.3421,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,May,0.2298,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,June,0.7838,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,June,0.4027,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,July,0.784,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,July,0.3986,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,0,August,0.7906,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_heat,1,August,0.3973,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,September,0.02665,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,September,0.0277,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,October,0.0269,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,October,0.027,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,November,0.0282,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,November,0.0271,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,December,0.23155,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,December,0.1838,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,January,0.2303,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,January,0.1865,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,February,0.23285,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,February,0.1897,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,March,0.40145,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,March,0.0004,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,April,0.39880000000000004,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,April,0.0003,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,May,0.4006,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,May,0.0005,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,June,0.77765,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,June,0.0339,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,July,0.7759,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,July,0.0294,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,0,August,0.7747999999999999,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_cold,1,August,0.0356,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,September,0.0271,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,September,0.0268,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,October,0.0266,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,October,0.0276,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,November,0.02815,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,November,0.0272,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,December,0.14125,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,December,0.3644,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,January,0.14055,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,January,0.366,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,February,0.1406,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,February,0.3742,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,March,0.1683,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,March,0.4667,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,April,0.16745000000000002,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,April,0.463,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,May,0.1713,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,May,0.4591,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,June,0.40885000000000005,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,June,0.7715,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,July,0.4067,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,July,0.7678,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,0,August,0.41309999999999997,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_dry,1,August,0.759,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,September,0.0265,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,September,0.02725,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,October,0.0262,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,October,0.027299999999999998,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,November,0.0292,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,November,0.02715,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,December,0.0987,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,December,0.2741,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,January,0.0946,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,January,0.27625,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,February,0.0915,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,February,0.28195,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,March,0.3362,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,March,0.23355,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,April,0.3346,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,April,0.23165000000000002,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,May,0.3421,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,May,0.2298,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,June,0.7838,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,June,0.4027,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,July,0.784,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,July,0.3986,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,0,August,0.7906,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_wet,1,August,0.3973,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,September,0.02665,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,September,0.0277,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,October,0.0269,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,October,0.027,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,November,0.0282,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,November,0.0271,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,December,0.23155,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,December,0.1838,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,January,0.2303,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,January,0.1865,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,February,0.23285,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,February,0.1897,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,March,0.40145,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,March,0.0004,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,April,0.39880000000000004,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,April,0.0003,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,May,0.4006,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,May,0.0005,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,June,0.77765,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,June,0.0339,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,July,0.7759,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,July,0.0294,1
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,0,August,0.7747999999999999,2
Honeycrisp,HC_O2,Quincy (Grant County),pre_harvest_humid,1,August,0.0356,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,September,0.0265,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,1,September,0.02725,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,October,0.0262,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,1,October,0.027299999999999998,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,November,0.0292,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,1,November,0.02715,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,December,0.0987,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,1,December,0.2741,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,January,0.0946,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,1,January,0.27625,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,February,0.0915,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,1,February,0.28195,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,March,0.3362,1
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,1,March,0.23355,2
Honeycrisp,HC_O2,Quincy (Grant County),harvest_heat,0,April,0.3346,1
